Entity,Code,Year,"Peas, dry | 00000187 || Production | 005510 || tonnes"
Sierra Leone,SLE,2009,2500
Sierra Leone,SLE,2010,2600
Sierra Leone,SLE,2011,2700
Sierra Leone,SLE,2012,2800
Sierra Leone,SLE,2013,2900
Sierra Leone,SLE,2014,3032.63
Sierra Leone,SLE,2015,3328.73
Sierra Leone,SLE,2016,3087.12
Sierra Leone,SLE,2017,3092.48
Sierra Leone,SLE,2018,3169.44
Sierra Leone,SLE,2019,3116.35
Sierra Leone,SLE,2020,3126.09
Sierra Leone,SLE,2021,3137.3
Slovakia,SVK,1993,109847
Slovakia,SVK,1994,136263
Slovakia,SVK,1995,95828
Slovakia,SVK,1996,79082
Slovakia,SVK,1997,58356
Slovakia,SVK,1998,64318
Slovakia,SVK,1999,48026
Slovakia,SVK,2000,18213
Slovakia,SVK,2001,22997
Slovakia,SVK,2002,25083
Slovakia,SVK,2003,19132
Slovakia,SVK,2004,31364
Slovakia,SVK,2005,28206
Slovakia,SVK,2006,22196
Slovakia,SVK,2007,19251
Slovakia,SVK,2008,13584
Slovakia,SVK,2009,11740
Slovakia,SVK,2010,14808
Slovakia,SVK,2011,14700
Slovakia,SVK,2012,6541
Slovakia,SVK,2013,6714
Slovakia,SVK,2014,12074
Slovakia,SVK,2015,23361
Slovakia,SVK,2016,22401
Slovakia,SVK,2017,20565
Slovakia,SVK,2018,16230
Slovakia,SVK,2019,16400
Slovakia,SVK,2020,22410
Slovakia,SVK,2021,25250
Slovenia,SVN,1992,146
Slovenia,SVN,1993,185
Slovenia,SVN,1994,546
Slovenia,SVN,1995,346
Slovenia,SVN,1996,259
Slovenia,SVN,1997,32
Slovenia,SVN,1998,28
Slovenia,SVN,1999,20
Slovenia,SVN,2000,35
Slovenia,SVN,2001,114
Slovenia,SVN,2002,695
Slovenia,SVN,2003,609
Slovenia,SVN,2004,1208
Slovenia,SVN,2005,4581
Slovenia,SVN,2006,9944
Slovenia,SVN,2007,5393
Slovenia,SVN,2008,3800
Slovenia,SVN,2009,1420
Slovenia,SVN,2010,1171
Slovenia,SVN,2011,1639
Slovenia,SVN,2012,812
Slovenia,SVN,2013,416
Slovenia,SVN,2014,548
Slovenia,SVN,2015,1151
Slovenia,SVN,2016,1633
Slovenia,SVN,2017,1774
Slovenia,SVN,2018,1050
Slovenia,SVN,2019,1010
Slovenia,SVN,2020,950
Slovenia,SVN,2021,900
Small Island Developing States (FAO),,1961,1665
Small Island Developing States (FAO),,1962,1732
Small Island Developing States (FAO),,1963,1807
Small Island Developing States (FAO),,1964,1668
Small Island Developing States (FAO),,1965,1555
Small Island Developing States (FAO),,1966,2200
Small Island Developing States (FAO),,1967,2913
Small Island Developing States (FAO),,1968,3058
Small Island Developing States (FAO),,1969,2729
Small Island Developing States (FAO),,1970,2800
Small Island Developing States (FAO),,1971,3456
Small Island Developing States (FAO),,1972,3622
Small Island Developing States (FAO),,1973,2850
Small Island Developing States (FAO),,1974,3655
Small Island Developing States (FAO),,1975,3826
Small Island Developing States (FAO),,1976,3607
Small Island Developing States (FAO),,1977,5251
Small Island Developing States (FAO),,1978,7065
Small Island Developing States (FAO),,1979,6653
Small Island Developing States (FAO),,1980,6060
Small Island Developing States (FAO),,1981,5952
Small Island Developing States (FAO),,1982,5134
Small Island Developing States (FAO),,1983,5467
Small Island Developing States (FAO),,1984,6061
Small Island Developing States (FAO),,1985,6348
Small Island Developing States (FAO),,1986,7195
Small Island Developing States (FAO),,1987,6259
Small Island Developing States (FAO),,1988,4918
Small Island Developing States (FAO),,1989,5635
Small Island Developing States (FAO),,1990,5444
Small Island Developing States (FAO),,1991,5252.53
Small Island Developing States (FAO),,1992,5827.2
Small Island Developing States (FAO),,1993,5996
Small Island Developing States (FAO),,1994,6787.97
Small Island Developing States (FAO),,1995,7191.43
Small Island Developing States (FAO),,1996,5878.72
Small Island Developing States (FAO),,1997,6153.27
Small Island Developing States (FAO),,1998,4285.78
Small Island Developing States (FAO),,1999,5135.06
Small Island Developing States (FAO),,2000,4712.87
Small Island Developing States (FAO),,2001,5499.79
Small Island Developing States (FAO),,2002,5717.29
Small Island Developing States (FAO),,2003,5250.99
Small Island Developing States (FAO),,2004,4562.05
Small Island Developing States (FAO),,2005,4168.7
Small Island Developing States (FAO),,2006,3968.57
Small Island Developing States (FAO),,2007,4083.94
Small Island Developing States (FAO),,2008,4616.81
Small Island Developing States (FAO),,2009,5470.83
Small Island Developing States (FAO),,2010,4373.31
Small Island Developing States (FAO),,2011,5087.48
Small Island Developing States (FAO),,2012,4656
Small Island Developing States (FAO),,2013,4943
Small Island Developing States (FAO),,2014,3930.21
Small Island Developing States (FAO),,2015,4557.44
Small Island Developing States (FAO),,2016,6080.42
Small Island Developing States (FAO),,2017,3515.12
Small Island Developing States (FAO),,2018,3320.74
Small Island Developing States (FAO),,2019,3831.53
Small Island Developing States (FAO),,2020,4472.47
Small Island Developing States (FAO),,2021,3673.43
South Africa,ZAF,1961,7800
South Africa,ZAF,1962,9900
South Africa,ZAF,1963,8000
South Africa,ZAF,1964,8800
South Africa,ZAF,1965,9000
South Africa,ZAF,1966,3700
South Africa,ZAF,1967,7900
South Africa,ZAF,1968,7900
South Africa,ZAF,1969,6600
South Africa,ZAF,1970,3200
South Africa,ZAF,1971,5800
South Africa,ZAF,1972,6900
South Africa,ZAF,1973,6700
South Africa,ZAF,1974,5500
South Africa,ZAF,1975,7300
South Africa,ZAF,1976,8200
South Africa,ZAF,1977,5800
South Africa,ZAF,1978,7000
South Africa,ZAF,1979,6500
South Africa,ZAF,1980,8500
South Africa,ZAF,1981,7400
South Africa,ZAF,1982,5500
South Africa,ZAF,1983,3151
South Africa,ZAF,1984,5600
South Africa,ZAF,1985,5900
South Africa,ZAF,1986,10000
South Africa,ZAF,1987,9900
South Africa,ZAF,1988,15200
South Africa,ZAF,1989,6500
South Africa,ZAF,1990,3700
South Africa,ZAF,1991,8000
South Africa,ZAF,1992,7769
South Africa,ZAF,1993,4923
South Africa,ZAF,1994,3759
South Africa,ZAF,1995,3575
South Africa,ZAF,1996,2286
South Africa,ZAF,1997,3202
South Africa,ZAF,1998,1605
South Africa,ZAF,1999,600
South Africa,ZAF,2000,800
South Africa,ZAF,2001,900
South Africa,ZAF,2002,1000
South Africa,ZAF,2003,1033
South Africa,ZAF,2004,1032
South Africa,ZAF,2005,1068.97
South Africa,ZAF,2006,1050
South Africa,ZAF,2007,983.3
South Africa,ZAF,2008,920.81
South Africa,ZAF,2009,864.97
South Africa,ZAF,2010,816.19
South Africa,ZAF,2011,933.75
South Africa,ZAF,2012,1033
South Africa,ZAF,2013,1028.5
South Africa,ZAF,2014,942.36
South Africa,ZAF,2015,807.64
South Africa,ZAF,2016,926.17
South Africa,ZAF,2017,931.25
South Africa,ZAF,2018,888.35
South Africa,ZAF,2019,915.25
South Africa,ZAF,2020,911.62
South Africa,ZAF,2021,905.07
South America,,1961,103504
South America,,1962,99936
South America,,1963,97386
South America,,1964,98587
South America,,1965,109991
South America,,1966,118946
South America,,1967,102830
South America,,1968,98949
South America,,1969,98309
South America,,1970,98366
South America,,1971,95726
South America,,1972,89622
South America,,1973,88642
South America,,1974,98047
South America,,1975,92088
South America,,1976,108875
South America,,1977,102689
South America,,1978,126458
South America,,1979,96591
South America,,1980,111506
South America,,1981,102835
South America,,1982,92966
South America,,1983,93486
South America,,1984,88052
South America,,1985,101610
South America,,1986,104034
South America,,1987,106399
South America,,1988,140929
South America,,1989,126948
South America,,1990,100157
South America,,1991,123058.82
South America,,1992,109849.8
South America,,1993,97162.46
South America,,1994,88767.52
South America,,1995,64765.06
South America,,1996,94621.78
South America,,1997,116191.6
South America,,1998,117780.85
South America,,1999,98594.06
South America,,2000,101465
South America,,2001,109050.12
South America,,2002,117412.29
South America,,2003,124671.99
South America,,2004,129461.05
South America,,2005,136819.16
South America,,2006,158697.52
South America,,2007,158864.34
South America,,2008,172044.75
South America,,2009,176902.23
South America,,2010,231727.69
South America,,2011,233292.12
South America,,2012,291682.97
South America,,2013,207420.3
South America,,2014,269199.34
South America,,2015,332335.72
South America,,2016,269738.53
South America,,2017,370711.7
South America,,2018,216737.92
South America,,2019,251109.33
South America,,2020,307753.53
South America,,2021,301401.75
South America (FAO),,1961,103504
South America (FAO),,1962,99936
South America (FAO),,1963,97386
South America (FAO),,1964,98587
South America (FAO),,1965,109991
South America (FAO),,1966,118946
South America (FAO),,1967,102830
South America (FAO),,1968,98949
South America (FAO),,1969,98309
South America (FAO),,1970,98366
South America (FAO),,1971,95726
South America (FAO),,1972,89622
South America (FAO),,1973,88642
South America (FAO),,1974,98047
South America (FAO),,1975,92088
South America (FAO),,1976,108875
South America (FAO),,1977,102689
South America (FAO),,1978,126458
South America (FAO),,1979,96591
South America (FAO),,1980,111506
South America (FAO),,1981,102835
South America (FAO),,1982,92966
South America (FAO),,1983,93486
South America (FAO),,1984,88052
South America (FAO),,1985,101610
South America (FAO),,1986,104034
South America (FAO),,1987,106399
South America (FAO),,1988,140929
South America (FAO),,1989,126948
South America (FAO),,1990,100157
South America (FAO),,1991,123058.82
South America (FAO),,1992,109849.8
South America (FAO),,1993,97162.46
South America (FAO),,1994,88767.52
South America (FAO),,1995,64765.07
South America (FAO),,1996,94621.78
South America (FAO),,1997,116191.6
South America (FAO),,1998,117780.85
South America (FAO),,1999,98594.06
South America (FAO),,2000,101465
South America (FAO),,2001,109050.12
South America (FAO),,2002,117412.29
South America (FAO),,2003,124671.99
South America (FAO),,2004,129461.05
South America (FAO),,2005,136819.16
South America (FAO),,2006,158697.52
South America (FAO),,2007,158864.34
South America (FAO),,2008,172044.73
South America (FAO),,2009,176902.25
South America (FAO),,2010,231727.69
South America (FAO),,2011,233292.12
South America (FAO),,2012,291682.97
South America (FAO),,2013,207420.3
South America (FAO),,2014,269199.34
South America (FAO),,2015,332335.72
South America (FAO),,2016,269738.53
South America (FAO),,2017,370711.7
South America (FAO),,2018,216737.94
South America (FAO),,2019,251109.33
South America (FAO),,2020,307753.53
South America (FAO),,2021,301401.72
South Korea,KOR,1961,565
South Korea,KOR,1962,771
South Korea,KOR,1963,442
South Korea,KOR,1964,363
South Korea,KOR,1965,553
South Korea,KOR,1966,507
South Korea,KOR,1967,463
South Korea,KOR,1968,409
South Korea,KOR,1969,469
South Korea,KOR,1970,593
South Korea,KOR,1971,337
South Korea,KOR,1972,332
South Korea,KOR,1973,342
South Korea,KOR,1974,998
South Korea,KOR,1975,1586
South Korea,KOR,1976,1698
South Korea,KOR,1977,2249
South Korea,KOR,1978,2200
South Korea,KOR,1979,2200
South Korea,KOR,1980,2200
South Korea,KOR,1981,2300
South Korea,KOR,1982,2400
South Korea,KOR,1983,2000
South Korea,KOR,1984,1800
South Korea,KOR,1985,1600
South Korea,KOR,1986,1500
South Korea,KOR,1987,2366
South Korea,KOR,1988,1839
South Korea,KOR,1989,1928
South Korea,KOR,1990,2223
South Korea,KOR,1991,1531
South Korea,KOR,1992,1100
South Korea,KOR,1993,800
South Korea,KOR,1994,500
South Korea,KOR,1995,200
South Korea,KOR,1996,0
South Korea,KOR,1997,0
South Korea,KOR,1998,39.58
South Korea,KOR,1999,5.93
South Korea,KOR,2000,5.84
South Korea,KOR,2001,5.76
South Korea,KOR,2002,5.69
South Korea,KOR,2003,5.64
South Korea,KOR,2004,5.59
South Korea,KOR,2005,5.55
South Korea,KOR,2006,5.52
South Korea,KOR,2007,5.49
South Korea,KOR,2008,5.46
South Korea,KOR,2009,5.44
South Korea,KOR,2010,5.42
South Korea,KOR,2011,5.41
South Korea,KOR,2012,5.4
South Korea,KOR,2013,5.39
South Korea,KOR,2014,5.36
South Korea,KOR,2015,6.74
South Korea,KOR,2016,5.83
South Korea,KOR,2017,5.97
South Korea,KOR,2018,6.18
South Korea,KOR,2019,5.99
South Korea,KOR,2020,6.05
South Korea,KOR,2021,6.07
South-eastern Asia (FAO),,1961,6302
South-eastern Asia (FAO),,1962,4109
South-eastern Asia (FAO),,1963,15184
South-eastern Asia (FAO),,1964,12912
South-eastern Asia (FAO),,1965,10162
South-eastern Asia (FAO),,1966,11463
South-eastern Asia (FAO),,1967,11293
South-eastern Asia (FAO),,1968,11827
South-eastern Asia (FAO),,1969,16814
South-eastern Asia (FAO),,1970,16155
South-eastern Asia (FAO),,1971,15382
South-eastern Asia (FAO),,1972,15890
South-eastern Asia (FAO),,1973,11177
South-eastern Asia (FAO),,1974,9689
South-eastern Asia (FAO),,1975,12090
South-eastern Asia (FAO),,1976,17209
South-eastern Asia (FAO),,1977,17236
South-eastern Asia (FAO),,1978,18996
South-eastern Asia (FAO),,1979,20487
South-eastern Asia (FAO),,1980,13132
South-eastern Asia (FAO),,1981,14977
South-eastern Asia (FAO),,1982,20000
South-eastern Asia (FAO),,1983,20000
South-eastern Asia (FAO),,1984,23200
South-eastern Asia (FAO),,1985,24000
South-eastern Asia (FAO),,1986,21100
South-eastern Asia (FAO),,1987,19432
South-eastern Asia (FAO),,1988,11953
South-eastern Asia (FAO),,1989,8622
South-eastern Asia (FAO),,1990,13847
South-eastern Asia (FAO),,1991,13880
South-eastern Asia (FAO),,1992,15100
South-eastern Asia (FAO),,1993,20200
South-eastern Asia (FAO),,1994,20800
South-eastern Asia (FAO),,1995,25000
South-eastern Asia (FAO),,1996,24000
South-eastern Asia (FAO),,1997,24000
South-eastern Asia (FAO),,1998,27000
South-eastern Asia (FAO),,1999,26000
South-eastern Asia (FAO),,2000,28000
South-eastern Asia (FAO),,2001,30000
South-eastern Asia (FAO),,2002,33000
South-eastern Asia (FAO),,2003,37800
South-eastern Asia (FAO),,2004,44416
South-eastern Asia (FAO),,2005,43416
South-eastern Asia (FAO),,2006,45301
South-eastern Asia (FAO),,2007,55901
South-eastern Asia (FAO),,2008,59801
South-eastern Asia (FAO),,2009,57501
South-eastern Asia (FAO),,2010,61001
South-eastern Asia (FAO),,2011,55001
South-eastern Asia (FAO),,2012,46332
South-eastern Asia (FAO),,2013,48569
South-eastern Asia (FAO),,2014,48713
South-eastern Asia (FAO),,2015,50155
South-eastern Asia (FAO),,2016,47217
South-eastern Asia (FAO),,2017,42275
South-eastern Asia (FAO),,2018,41216
South-eastern Asia (FAO),,2019,40510
South-eastern Asia (FAO),,2020,36344
South-eastern Asia (FAO),,2021,33320.68
Southern Africa (FAO),,1961,19824
Southern Africa (FAO),,1962,17400
Southern Africa (FAO),,1963,14500
Southern Africa (FAO),,1964,14800
Southern Africa (FAO),,1965,15600
Southern Africa (FAO),,1966,11263
Southern Africa (FAO),,1967,14577
Southern Africa (FAO),,1968,14385
Southern Africa (FAO),,1969,11345
Southern Africa (FAO),,1970,7659
Southern Africa (FAO),,1971,10800
Southern Africa (FAO),,1972,9900
Southern Africa (FAO),,1973,10700
Southern Africa (FAO),,1974,12678
Southern Africa (FAO),,1975,13088
Southern Africa (FAO),,1976,13963
Southern Africa (FAO),,1977,12832
Southern Africa (FAO),,1978,11427
Southern Africa (FAO),,1979,13356
Southern Africa (FAO),,1980,13062
Southern Africa (FAO),,1981,10598
Southern Africa (FAO),,1982,10025
Southern Africa (FAO),,1983,6518
Southern Africa (FAO),,1984,9239
Southern Africa (FAO),,1985,9177
Southern Africa (FAO),,1986,11502
Southern Africa (FAO),,1987,11367
Southern Africa (FAO),,1988,17764
Southern Africa (FAO),,1989,7973
Southern Africa (FAO),,1990,6501
Southern Africa (FAO),,1991,8809
Southern Africa (FAO),,1992,9734
Southern Africa (FAO),,1993,5852
Southern Africa (FAO),,1994,5119
Southern Africa (FAO),,1995,4650
Southern Africa (FAO),,1996,6333
Southern Africa (FAO),,1997,6593
Southern Africa (FAO),,1998,6509
Southern Africa (FAO),,1999,7029
Southern Africa (FAO),,2000,5600
Southern Africa (FAO),,2001,7329
Southern Africa (FAO),,2002,4825
Southern Africa (FAO),,2003,3750
Southern Africa (FAO),,2004,2529
Southern Africa (FAO),,2005,2917.97
Southern Africa (FAO),,2006,3025
Southern Africa (FAO),,2007,1537.3
Southern Africa (FAO),,2008,1904.81
Southern Africa (FAO),,2009,2264.97
Southern Africa (FAO),,2010,2189.19
Southern Africa (FAO),,2011,1614.75
Southern Africa (FAO),,2012,1611.9
Southern Africa (FAO),,2013,1644.17
Southern Africa (FAO),,2014,1221.36
Southern Africa (FAO),,2015,1083.64
Southern Africa (FAO),,2016,1259.27
Southern Africa (FAO),,2017,1817.25
Southern Africa (FAO),,2018,1368.35
Southern Africa (FAO),,2019,1058.25
Southern Africa (FAO),,2020,928.62
Southern Africa (FAO),,2021,989.34
Southern Asia (FAO),,1961,1164980
Southern Asia (FAO),,1962,1224930
Southern Asia (FAO),,1963,1149710
Southern Asia (FAO),,1964,804100
Southern Asia (FAO),,1965,1048900
Southern Asia (FAO),,1966,939300
Southern Asia (FAO),,1967,814200
Southern Asia (FAO),,1968,1102200
Southern Asia (FAO),,1969,1087500
Southern Asia (FAO),,1970,899700
Southern Asia (FAO),,1971,898200
Southern Asia (FAO),,1972,811500
Southern Asia (FAO),,1973,609400
Southern Asia (FAO),,1974,542200
Southern Asia (FAO),,1975,606100
Southern Asia (FAO),,1976,680100
Southern Asia (FAO),,1977,594200
Southern Asia (FAO),,1978,509800
Southern Asia (FAO),,1979,485900
Southern Asia (FAO),,1980,346700
Southern Asia (FAO),,1981,408600
Southern Asia (FAO),,1982,410877
Southern Asia (FAO),,1983,448200
Southern Asia (FAO),,1984,460309
Southern Asia (FAO),,1985,428710
Southern Asia (FAO),,1986,524695
Southern Asia (FAO),,1987,486100
Southern Asia (FAO),,1988,475000
Southern Asia (FAO),,1989,517021
Southern Asia (FAO),,1990,559494
Southern Asia (FAO),,1991,704946
Southern Asia (FAO),,1992,651675
Southern Asia (FAO),,1993,647171
Southern Asia (FAO),,1994,738994
Southern Asia (FAO),,1995,765463
Southern Asia (FAO),,1996,742548
Southern Asia (FAO),,1997,823800
Southern Asia (FAO),,1998,766922
Southern Asia (FAO),,1999,811508
Southern Asia (FAO),,2000,910865
Southern Asia (FAO),,2001,641400
Southern Asia (FAO),,2002,680500
Southern Asia (FAO),,2003,660750
Southern Asia (FAO),,2004,800362
Southern Asia (FAO),,2005,850195
Southern Asia (FAO),,2006,777099
Southern Asia (FAO),,2007,681654
Southern Asia (FAO),,2008,532980
Southern Asia (FAO),,2009,731682
Southern Asia (FAO),,2010,742157
Southern Asia (FAO),,2011,663792.9
Southern Asia (FAO),,2012,755829.06
Southern Asia (FAO),,2013,887484.5
Southern Asia (FAO),,2014,970891.9
Southern Asia (FAO),,2015,937898
Southern Asia (FAO),,2016,791319
Southern Asia (FAO),,2017,1058798
Southern Asia (FAO),,2018,1029308.5
Southern Asia (FAO),,2019,846932.56
Southern Asia (FAO),,2020,891994.2
Southern Asia (FAO),,2021,907413.94
Southern Europe (FAO),,1961,55654
Southern Europe (FAO),,1962,55174
Southern Europe (FAO),,1963,55097
Southern Europe (FAO),,1964,45276
Southern Europe (FAO),,1965,41434
Southern Europe (FAO),,1966,47982
Southern Europe (FAO),,1967,51721
Southern Europe (FAO),,1968,46074
Southern Europe (FAO),,1969,48610
Southern Europe (FAO),,1970,52265
Southern Europe (FAO),,1971,49232
Southern Europe (FAO),,1972,40724
Southern Europe (FAO),,1973,34637
Southern Europe (FAO),,1974,35090
Southern Europe (FAO),,1975,27616
Southern Europe (FAO),,1976,28507
Southern Europe (FAO),,1977,29390
Southern Europe (FAO),,1978,27790
Southern Europe (FAO),,1979,27172
Southern Europe (FAO),,1980,28570
Southern Europe (FAO),,1981,24723
Southern Europe (FAO),,1982,24989
Southern Europe (FAO),,1983,24823
Southern Europe (FAO),,1984,32178
Southern Europe (FAO),,1985,32563
Southern Europe (FAO),,1986,31201
Southern Europe (FAO),,1987,30763
Southern Europe (FAO),,1988,32800
Southern Europe (FAO),,1989,61132
Southern Europe (FAO),,1990,63406
Southern Europe (FAO),,1991,80824
Southern Europe (FAO),,1992,71283
Southern Europe (FAO),,1993,65431.67
Southern Europe (FAO),,1994,122625.35
Southern Europe (FAO),,1995,104425.95
Southern Europe (FAO),,1996,126240.42
Southern Europe (FAO),,1997,94687.79
Southern Europe (FAO),,1998,107264.43
Southern Europe (FAO),,1999,95243.27
Southern Europe (FAO),,2000,99074.71
Southern Europe (FAO),,2001,106214.11
Southern Europe (FAO),,2002,170779.88
Southern Europe (FAO),,2003,211013.2
Southern Europe (FAO),,2004,276487.38
Southern Europe (FAO),,2005,211916.88
Southern Europe (FAO),,2006,251834.31
Southern Europe (FAO),,2007,214857.69
Southern Europe (FAO),,2008,178175.6
Southern Europe (FAO),,2009,186663.34
Southern Europe (FAO),,2010,290655.34
Southern Europe (FAO),,2011,282153.84
Southern Europe (FAO),,2012,153122.61
Southern Europe (FAO),,2013,208276.16
Southern Europe (FAO),,2014,173496.02
Southern Europe (FAO),,2015,227121.92
Southern Europe (FAO),,2016,321913.62
Southern Europe (FAO),,2017,270653.28
Southern Europe (FAO),,2018,350960.25
Southern Europe (FAO),,2019,262073.25
Southern Europe (FAO),,2020,316770.34
Southern Europe (FAO),,2021,267793.9
Spain,ESP,1961,28900
Spain,ESP,1962,24993
Spain,ESP,1963,25600
Spain,ESP,1964,18816
Spain,ESP,1965,17500
Spain,ESP,1966,21400
Spain,ESP,1967,23800
Spain,ESP,1968,22562
Spain,ESP,1969,22288
Spain,ESP,1970,19800
Spain,ESP,1971,19200
Spain,ESP,1972,18000
Spain,ESP,1973,10200
Spain,ESP,1974,9500
Spain,ESP,1975,8100
Spain,ESP,1976,6400
Spain,ESP,1977,6000
Spain,ESP,1978,5420
Spain,ESP,1979,5246
Spain,ESP,1980,4787
Spain,ESP,1981,3579
Spain,ESP,1982,3597
Spain,ESP,1983,2725
Spain,ESP,1984,4403
Spain,ESP,1985,5515
Spain,ESP,1986,4998
Spain,ESP,1987,5463
Spain,ESP,1988,4741
Spain,ESP,1989,7200
Spain,ESP,1990,10700
Spain,ESP,1991,10900
Spain,ESP,1992,8400
Spain,ESP,1993,11584
Spain,ESP,1994,72600
Spain,ESP,1995,55400
Spain,ESP,1996,84100
Spain,ESP,1997,58440
Spain,ESP,1998,63200
Spain,ESP,1999,47800
Spain,ESP,2000,58219
Spain,ESP,2001,51629
Spain,ESP,2002,100231
Spain,ESP,2003,148231
Spain,ESP,2004,201206
Spain,ESP,2005,132549
Spain,ESP,2006,189819
Spain,ESP,2007,160207
Spain,ESP,2008,137567
Spain,ESP,2009,147870
Spain,ESP,2010,251575
Spain,ESP,2011,253427
Spain,ESP,2012,121017
Spain,ESP,2013,177700
Spain,ESP,2014,141860
Spain,ESP,2015,193389
Spain,ESP,2016,273954
Spain,ESP,2017,186406
Spain,ESP,2018,268670
Spain,ESP,2019,163840
Spain,ESP,2020,227630
Spain,ESP,2021,177790
Sweden,SWE,1961,13250
Sweden,SWE,1962,10760
Sweden,SWE,1963,10200
Sweden,SWE,1964,13400
Sweden,SWE,1965,9700
Sweden,SWE,1966,8200
Sweden,SWE,1967,7100
Sweden,SWE,1968,7400
Sweden,SWE,1969,5200
Sweden,SWE,1970,9900
Sweden,SWE,1971,8800
Sweden,SWE,1972,7800
Sweden,SWE,1973,5500
Sweden,SWE,1974,8000
Sweden,SWE,1975,6300
Sweden,SWE,1976,10600
Sweden,SWE,1977,11600
Sweden,SWE,1978,9600
Sweden,SWE,1979,8500
Sweden,SWE,1980,7200
Sweden,SWE,1981,7300
Sweden,SWE,1982,8400
Sweden,SWE,1983,10200
Sweden,SWE,1984,12600
Sweden,SWE,1985,10000
Sweden,SWE,1986,10600
Sweden,SWE,1987,14600
Sweden,SWE,1988,16100
Sweden,SWE,1989,15000
Sweden,SWE,1990,10714
Sweden,SWE,1991,9400
Sweden,SWE,1992,10000
Sweden,SWE,1993,10200
Sweden,SWE,1994,10200
Sweden,SWE,1995,27600
Sweden,SWE,1996,68300
Sweden,SWE,1997,114300
Sweden,SWE,1998,87700
Sweden,SWE,1999,81800
Sweden,SWE,2000,67400
Sweden,SWE,2001,76300
Sweden,SWE,2002,84400
Sweden,SWE,2003,79100
Sweden,SWE,2004,88000
Sweden,SWE,2005,65400
Sweden,SWE,2006,50800
Sweden,SWE,2007,38100
Sweden,SWE,2008,29100
Sweden,SWE,2009,48900
Sweden,SWE,2010,54100
Sweden,SWE,2011,42800
Sweden,SWE,2012,35100
Sweden,SWE,2013,40800
Sweden,SWE,2014,46500
Sweden,SWE,2015,69517.23
Sweden,SWE,2016,93200
Sweden,SWE,2017,82200
Sweden,SWE,2018,48330
Sweden,SWE,2019,68490
Sweden,SWE,2020,71950
Sweden,SWE,2021,55250
Switzerland,CHE,1983,645
Switzerland,CHE,1984,1749
Switzerland,CHE,1985,2270
Switzerland,CHE,1986,3469
Switzerland,CHE,1987,4714
Switzerland,CHE,1988,5514
Switzerland,CHE,1989,6300
Switzerland,CHE,1990,6900
Switzerland,CHE,1991,8300
Switzerland,CHE,1992,10200
Switzerland,CHE,1993,7700
Switzerland,CHE,1994,7700
Switzerland,CHE,1995,7900
Switzerland,CHE,1996,8700
Switzerland,CHE,1997,12000
Switzerland,CHE,1998,9700
Switzerland,CHE,1999,9200
Switzerland,CHE,2000,9000
Switzerland,CHE,2001,10600
Switzerland,CHE,2002,15500
Switzerland,CHE,2003,17518
Switzerland,CHE,2004,16822
Switzerland,CHE,2005,17858
Switzerland,CHE,2006,18400
Switzerland,CHE,2007,18300
Switzerland,CHE,2008,16650
Switzerland,CHE,2009,14524
Switzerland,CHE,2010,14537
Switzerland,CHE,2011,14089
Switzerland,CHE,2012,13140
Switzerland,CHE,2013,12299
Switzerland,CHE,2014,14074
Switzerland,CHE,2015,15033
Switzerland,CHE,2016,9021
Switzerland,CHE,2017,15963
Switzerland,CHE,2018,13651
Switzerland,CHE,2019,13909
Switzerland,CHE,2020,11610
Switzerland,CHE,2021,8087
Syria,SYR,1961,448
Syria,SYR,1962,448
Syria,SYR,1963,395
Syria,SYR,1964,500
Syria,SYR,1965,1167
Syria,SYR,1966,850
Syria,SYR,1967,500
Syria,SYR,1968,321
Syria,SYR,1969,326
Syria,SYR,1970,349
Syria,SYR,1971,536
Syria,SYR,1972,821
Syria,SYR,1973,579
Syria,SYR,1974,734
Syria,SYR,1975,710
Syria,SYR,1976,577
Syria,SYR,1977,679
Syria,SYR,1978,870
Syria,SYR,1979,824
Syria,SYR,1980,900
Syria,SYR,1981,676
Syria,SYR,1982,610
Syria,SYR,1983,597
Syria,SYR,1984,1000
Syria,SYR,1985,1200
Syria,SYR,1986,664
Syria,SYR,1987,542
Syria,SYR,1988,889
Syria,SYR,1989,300
Syria,SYR,1990,304
Syria,SYR,1991,297
Syria,SYR,1992,143
Syria,SYR,1993,849
Syria,SYR,1994,992
Syria,SYR,1995,1189
Syria,SYR,1996,129
Syria,SYR,1997,1125
Syria,SYR,1998,261
Syria,SYR,1999,82
Syria,SYR,2000,112
Syria,SYR,2001,1723
Syria,SYR,2002,1783
Syria,SYR,2003,2200
Syria,SYR,2004,3001
Syria,SYR,2005,5200
Syria,SYR,2006,10070
Syria,SYR,2007,5785
Syria,SYR,2008,5703
Syria,SYR,2009,6848
Syria,SYR,2010,6664
Syria,SYR,2011,7310
Syria,SYR,2012,6459
Syria,SYR,2013,4199
Syria,SYR,2014,3159
Syria,SYR,2015,3447
Syria,SYR,2016,3957
Syria,SYR,2017,3763
Syria,SYR,2018,4901
Syria,SYR,2019,9564
Syria,SYR,2020,7144
Syria,SYR,2021,7035
Tajikistan,TJK,1992,900
Tajikistan,TJK,1993,856
Tajikistan,TJK,1994,984
Tajikistan,TJK,1995,891
Tajikistan,TJK,1996,387
Tajikistan,TJK,1997,2690
Tajikistan,TJK,1998,285
Tajikistan,TJK,1999,2778
Tajikistan,TJK,2000,2448
Tajikistan,TJK,2001,2114
